Year,Month,Day,country,country_txt,region,region_txt,provstate,city,latitude,longitude,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
2017,6,18,141,Nepal,6,South Asia,Province 5,Gajehada,27.670492,83.171091,Bombing/Explosion,Violent Political Party,Unknown,Explosives
2017,6,18,92,India,6,South Asia,Jammu and Kashmir,Bijbehara,33.789497,75.103386,Armed Assault,Military,Unknown,Firearms
2017,6,18,160,Philippines,5,Southeast Asia,Quezon,Tuhian,13.6222,122.2178,Facility/Infrastructure Attack,Telecommunication,New People's Army (NPA),Firearms
2017,6,18,160,Philippines,5,Southeast Asia,Quezon,Ajos,13.545925,122.372556,Bombing/Explosion,Military,New People's Army (NPA),Explosives
2017,6,18,160,Philippines,5,Southeast Asia,Compostela Valley,Kidawa,7.83,125.82,Bombing/Explosion,Unknown,New People's Army (NPA),Explosives
2017,6,18,160,Philippines,5,Southeast Asia,Davao del Sur,Pagan Pequino,7.246699,125.383535,Armed Assault,Military,New People's Army (NPA),Firearms
2017,6,18,160,Philippines,5,Southeast Asia,Davao Occidental,Marabatuan,5.904939,125.567551,Armed Assault,Military,New People's Army (NPA),Firearms
2017,6,18,205,Thailand,5,Southeast Asia,Yala,Kabang district,6.33141,101.022226,Assassination,Government (General),Unknown,Firearms
2017,6,18,4,Afghanistan,6,South Asia,Faryab,Tash Qala,36.032814,65.017921,Assassination,Private Citizens & Property,Taliban,Firearms
2017,6,18,141,Nepal,6,South Asia,Province 1,Khejenim,27.458241,87.698314,Hostage Taking (Kidnapping),Violent Political Party,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),Unknown
2017,6,18,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Beni,0.371574,29.59909,Armed Assault,Government (Diplomatic),Mayi Mayi,Firearms
2017,6,18,92,India,6,South Asia,West Bengal,Goiribus,27.052627,88.466708,Facility/Infrastructure Attack,Police,Gorkha Janmukti Morcha (GJM),Incendiary
2017,6,18,4,Afghanistan,6,South Asia,Herat,Pashtun Zarghun district,34.278633,62.615268,Hostage Taking (Kidnapping),Educational Institution,Taliban,Unknown
2017,6,18,228,Yemen,10,Middle East & North Africa,Taizz,Taizz,13.586484,44.024105,Bombing/Explosion,Private Citizens & Property,Houthi extremists (Ansar Allah),Explosives
2017,6,18,228,Yemen,10,Middle East & North Africa,Taizz,Taizz,13.586484,44.024105,Armed Assault,Private Citizens & Property,Houthi extremists (Ansar Allah),Firearms
2017,6,18,92,India,6,South Asia,Chhattisgarh,Malewahi,19.196192,81.412788,Facility/Infrastructure Attack,Business,Maoists,Incendiary
2017,6,18,95,Iraq,10,Middle East & North Africa,Saladin,Mazrah,34.884941,43.492664,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,19,603,United Kingdom,8,Western Europe,England,London,51.504387,-0.140041,Unarmed Assault,Private Citizens & Property,Anti-Muslim extremists,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
2017,6,20,113,Libya,10,Middle East & North Africa,Sirte,Sidra,30.63179,18.351568,Bombing/Explosion,Military,Unknown,Explosives
2017,6,19,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Journalists & Media,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,19,95,Iraq,10,Middle East & North Africa,Saladin,Hor al-Bashah,33.509014,44.202484,Bombing/Explosion,Military,Unknown,Explosives
2017,6,19,95,Iraq,10,Middle East & North Africa,Diyala,Unknown,33.773349,45.14945,Bombing/Explosion,Unknown,Unknown,Explosives
2017,6,19,95,Iraq,10,Middle East & North Africa,Diyala,Mandali,33.744999,45.545616,Bombing/Explosion,Unknown,Unknown,Explosives
2017,6,18,182,Somalia,11,Sub-Saharan Africa,Hiiraan,Bulobarde,3.853246,45.565231,Armed Assault,Military,Al-Shabaab,Explosives
2017,6,19,205,Thailand,5,Southeast Asia,Pattani,Nam Dam,6.621376,101.433374,Bombing/Explosion,Military,Separatists,Explosives
2017,6,19,18,Bahrain,10,Middle East & North Africa,Northern,Hajar,26.21552,50.512394,Bombing/Explosion,Unknown,Unknown,Explosives
2017,6,19,153,Pakistan,6,South Asia,Balochistan,Jiwani,25.05258,61.746845,Armed Assault,Military,Baloch Liberation Army (BLA),Firearms
2017,6,19,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Military,Islamic State of Iraq and the Levant (ISIL),Chemical
2017,6,19,104,Kenya,11,Sub-Saharan Africa,Wajir,Gerille,3.285547,39.571744,Bombing/Explosion,Military,Al-Shabaab,Explosives
2017,6,19,182,Somalia,11,Sub-Saharan Africa,Bari,Bosaso,11.274796,49.179657,Armed Assault,Private Citizens & Property,Al-Shabaab,Firearms
2017,6,19,4,Afghanistan,6,South Asia,Parwan,Shahkoh,34.963067,69.250085,Armed Assault,Military,Taliban,Firearms
2017,6,19,4,Afghanistan,6,South Asia,Nimroz,Zaranj,30.959932,61.86895,Assassination,Government (General),Taliban,Firearms
2017,6,19,209,Turkey,10,Middle East & North Africa,Hakkari,Unknown,37.566133,43.761488,Armed Assault,Military,Kurdistan Workers' Party (PKK),Explosives
2017,6,19,214,Ukraine,9,Eastern Europe,Donetsk,Pokrovsk district,48.259679,37.376662,Bombing/Explosion,Utilities,Unknown,Explosives
2017,6,19,69,France,8,Western Europe,Ile-de-France,Paris,48.856644,2.34233,Bombing/Explosion,Police,Jihadi-inspired extremists,Explosives
2017,6,19,160,Philippines,5,Southeast Asia,Negros Oriental,Mabigo,10.38,123.2,Armed Assault,Military,New People's Army (NPA),Firearms
2017,6,19,75,Germany,8,Western Europe,Saxony,Leipzig,51.374942,12.412385,Facility/Infrastructure Attack,Transportation,Shutdown G20: Take Hamburg offline!,Incendiary
2017,6,19,75,Germany,8,Western Europe,Saxony,Engelsdorf,51.338439,12.480831,Facility/Infrastructure Attack,Transportation,Shutdown G20: Take Hamburg offline!,Incendiary
2017,6,19,75,Germany,8,Western Europe,Saxony,Leipzig,51.339976,12.372908,Facility/Infrastructure Attack,Transportation,Shutdown G20: Take Hamburg offline!,Incendiary
2017,6,19,75,Germany,8,Western Europe,Saxony,Leipzig,51.339976,12.372908,Facility/Infrastructure Attack,Transportation,Shutdown G20: Take Hamburg offline!,Incendiary
2017,6,19,75,Germany,8,Western Europe,Berlin,Berlin,52.50153,13.401851,Facility/Infrastructure Attack,Transportation,Shutdown G20: Take Hamburg offline!,Incendiary
2017,6,19,75,Germany,8,Western Europe,Hamburg,Hamburg,53.548849,9.995571,Facility/Infrastructure Attack,Transportation,Shutdown G20: Take Hamburg offline!,Incendiary
2017,6,19,75,Germany,8,Western Europe,North Rhine-Westphalia,Cologne,50.929571,6.934492,Facility/Infrastructure Attack,Transportation,Shutdown G20: Take Hamburg offline!,Incendiary
2017,6,19,75,Germany,8,Western Europe,North Rhine-Westphalia,Dortmund,51.514226,7.464431,Facility/Infrastructure Attack,Transportation,Shutdown G20: Take Hamburg offline!,Incendiary
2017,6,19,75,Germany,8,Western Europe,Bremen,Bremen,53.082721,8.815232,Facility/Infrastructure Attack,Transportation,Shutdown G20: Take Hamburg offline!,Incendiary
2017,6,19,75,Germany,8,Western Europe,Lower Saxony,Bad Bevensen,53.078317,10.574144,Facility/Infrastructure Attack,Transportation,Shutdown G20: Take Hamburg offline!,Incendiary
2017,6,16,4,Afghanistan,6,South Asia,Ghazni,Ab Band district,32.983558,67.965358,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,6,17,4,Afghanistan,6,South Asia,Khost,Jaji Maydan district,33.641363,70.058944,Bombing/Explosion,Police,Unknown,Explosives
2017,6,19,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,Bombing/Explosion,Police,Unknown,Explosives
2017,6,19,92,India,6,South Asia,Jammu and Kashmir,Drubgam,33.822968,74.81589,Armed Assault,Military,Unknown,Firearms
2017,6,19,65,Ethiopia,11,Sub-Saharan Africa,Amhara,Ebnat,12.123047,38.049804,Armed Assault,Military,Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD),Firearms
2017,6,19,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Tsamiya,10.857757,13.612441,Bombing/Explosion,Unknown,Boko Haram,Explosives
2017,6,19,4,Afghanistan,6,South Asia,Jawzjan,Darzab district,36.000691,65.362659,Armed Assault,Military,Khorasan Chapter of the Islamic State,Firearms
2017,6,19,4,Afghanistan,6,South Asia,Farah,Shewan,32.629753,62.490807,Armed Assault,Police,Taliban,Firearms
2017,6,19,182,Somalia,11,Sub-Saharan Africa,Gedo,Walcadey,2.785705,41.027156,Bombing/Explosion,Military,Al-Shabaab,Explosives
2017,6,19,4,Afghanistan,6,South Asia,Herat,Zolfiqar,35.206262,61.611646,Armed Assault,Police,Taliban,Firearms
2017,6,19,4,Afghanistan,6,South Asia,Takhar,Pul-i-Momin,37.129856,69.415657,Armed Assault,Private Citizens & Property,Taliban,Firearms
2017,6,19,4,Afghanistan,6,South Asia,Kunduz,Gor Tepa,36.820141,68.682091,Armed Assault,Private Citizens & Property,Taliban,Firearms
2017,6,19,4,Afghanistan,6,South Asia,Takhar,Khwaja Ghar district,36.990141,69.397697,Armed Assault,Private Citizens & Property,Taliban,Firearms
2017,6,19,92,India,6,South Asia,West Bengal,Setijora,26.897933,88.474105,Armed Assault,Private Citizens & Property,Gorkha Janmukti Morcha (GJM),Incendiary
2017,6,19,92,India,6,South Asia,West Bengal,Kalijora,26.931808,88.450375,Armed Assault,Private Citizens & Property,Gorkha Janmukti Morcha (GJM),Incendiary
2017,6,19,92,India,6,South Asia,Kerala,Mokeri,11.77365,75.568395,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2017,6,19,4,Afghanistan,6,South Asia,Takhar,Khwaja Baha Wuddin district,37.344592,69.537795,Armed Assault,Military,Taliban,Firearms
2017,6,19,4,Afghanistan,6,South Asia,Takhar,Khwaja Baha Wuddin district,37.344989,69.537335,Armed Assault,Military,Taliban,Firearms
2017,6,19,4,Afghanistan,6,South Asia,Takhar,Khwaja Baha Wuddin district,37.344592,69.537795,Armed Assault,Military,Taliban,Firearms
2017,6,19,4,Afghanistan,6,South Asia,Takhar,Khwaja Baha Wuddin district,37.344592,69.537795,Armed Assault,Military,Taliban,Firearms
2017,6,19,195,Sudan,11,Sub-Saharan Africa,North Darfur,Tawilah district,13.516979,24.861568,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Unknown
2017,6,19,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Utilities,Unknown,Explosives
2017,6,20,21,Belgium,8,Western Europe,Brussels,Brussels,50.836426,4.367415,Bombing/Explosion,Transportation,Jihadi-inspired extremists,Explosives
2017,6,20,95,Iraq,10,Middle East & North Africa,Saladin,Zarkah,34.711769,44.22908,Armed Assault,Military,Islamic State of Iraq and the Levant (ISIL),Firearms
2017,6,20,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,Assassination,Government (General),Al-Shabaab,Explosives
2017,6,20,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,Bombing/Explosion,Government (General),Al-Shabaab,Explosives
2017,6,20,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.153797,43.201683,Unknown,Military,Islamic State of Iraq and the Levant (ISIL),Unknown
2017,6,20,95,Iraq,10,Middle East & North Africa,Saladin,Al-Salam,35.023304,43.370753,Bombing/Explosion,Unknown,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,20,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.417122,70.449593,Assassination,Government (General),Taliban,Explosives
2017,6,20,214,Ukraine,9,Eastern Europe,Donetsk,Yasynuvata,48.129265,37.861473,Armed Assault,Government (Diplomatic),Donetsk People's Republic,Firearms
2017,6,20,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Qalandiyah,31.861471,35.208427,Armed Assault,Military,Palestinian Extremists,Melee
2017,6,20,4,Afghanistan,6,South Asia,Helmand,Nahri Saraj district,31.724621,64.775998,Bombing/Explosion,Police,Taliban,Explosives
2017,6,20,4,Afghanistan,6,South Asia,Parwan,Bagram,34.93383,69.232788,Bombing/Explosion,Military,Unknown,Explosives
2017,6,20,147,Nigeria,11,Sub-Saharan Africa,Borno,Dalwa,11.635419,13.030761,Hostage Taking (Kidnapping),Police,Boko Haram,Firearms
2017,6,20,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,Bombing/Explosion,Unknown,Unknown,Explosives
2017,6,20,141,Nepal,6,South Asia,Province 1,Rupakot Majhuwagadhi,27.227501,86.821086,Assassination,Violent Political Party,Unknown,Explosives
2017,6,20,37,Cameroon,11,Sub-Saharan Africa,Extreme-North,Mayo-Sava district,11.263567,14.005683,Bombing/Explosion,Military,Boko Haram,Explosives
2017,6,20,92,India,6,South Asia,Jammu and Kashmir,Tral,33.931011,75.114212,Armed Assault,Police,Unknown,Explosives
2017,6,20,160,Philippines,5,Southeast Asia,Iloilo,Lampaya,10.780315,122.387872,Armed Assault,Police,New People's Army (NPA),Explosives
2017,6,20,92,India,6,South Asia,Chhattisgarh,Dornapal,18.153452,81.508949,Bombing/Explosion,Unknown,Maoists,Explosives
2017,6,20,92,India,6,South Asia,Chhattisgarh,Cholnar,19.20872,81.991475,Assassination,Government (General),Communist Party of India - Maoist (CPI-Maoist),Melee
2017,6,20,4,Afghanistan,6,South Asia,Ghazni,Ghazni,33.542622,68.415329,Bombing/Explosion,Government (General),Unknown,Explosives
2017,6,20,228,Yemen,10,Middle East & North Africa,Hadramawt,Shibam,15.914915,48.650745,Assassination,Military,Unknown,Firearms
2017,6,20,141,Nepal,6,South Asia,Province 1,Itahari,26.663979,87.275163,Assassination,Violent Political Party,Unknown,Melee
2017,6,20,205,Thailand,5,Southeast Asia,Pattani,Pulo Puyo,6.779544,101.193062,Armed Assault,Religious Figures/Institutions,Unknown,Firearms
2017,6,20,160,Philippines,5,Southeast Asia,Metropolitan Manila,Quezon City,14.67428,121.057495,Assassination,Government (General),Unknown,Firearms
2017,6,20,160,Philippines,5,Southeast Asia,Northern Samar,Somage,12.41667,124.61667,Armed Assault,Military,New People's Army (NPA),Firearms
2017,6,20,41,Central African Republic,11,Sub-Saharan Africa,Haute-Kotto,Bria,6.539036,21.991001,Armed Assault,Terrorists/Non-State Militia,Anti-Balaka Militia,Firearms
2017,6,20,160,Philippines,5,Southeast Asia,Metropolitan Manila,Manila,14.599352,120.984772,Armed Assault,Military,Unknown,Firearms
2017,6,20,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Dewana Baba Ziarat,32.297255,70.38434,Armed Assault,Military,Unknown,Firearms
2017,6,20,160,Philippines,5,Southeast Asia,Palawan,Unknown,9.691078,118.577846,Facility/Infrastructure Attack,Business,New People's Army (NPA),Incendiary
2017,6,20,153,Pakistan,6,South Asia,Sindh,Karampur,28.100904,68.932327,Armed Assault,Police,Unknown,Firearms
2017,6,20,147,Nigeria,11,Sub-Saharan Africa,Benue,Markurdi,7.716725,8.536775,Unknown,Private Citizens & Property,Fulani extremists,Unknown
2017,6,20,228,Yemen,10,Middle East & North Africa,Adan,Shaykh Uthman,12.867085,44.981911,Armed Assault,Military,Unknown,Firearms
2017,6,20,168,Rwanda,11,Sub-Saharan Africa,Western,Rusizi district,-2.61758,29.03488,Armed Assault,Business,Unknown,Explosives
2017,6,20,209,Turkey,10,Middle East & North Africa,Gaziantep,Gaziantep,37.067631,37.37315,Armed Assault,Private Citizens & Property,Unknown,Firearms
2017,6,20,200,Syria,10,Middle East & North Africa,Raqqah,Raqqah,35.951523,39.009563,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,20,200,Syria,10,Middle East & North Africa,Raqqah,Raqqah,35.951523,39.009563,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,6,20,195,Sudan,11,Sub-Saharan Africa,North Darfur,Serif Omar,13.467315,23.29372,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Unknown
2017,6,20,95,Iraq,10,Middle East & North Africa,Diyala,Bawi,33.105896,44.564686,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,6,20,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Armed Assault,Private Citizens & Property,Unknown,Firearms
2017,6,20,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Military,Unknown,Explosives
2017,6,20,95,Iraq,10,Middle East & North Africa,Al Anbar,Radhwaniyah,33.185299,44.26778,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,6,21,95,Iraq,10,Middle East & North Africa,Nineveh,Muhallabiyah,36.263832,42.707668,Bombing/Explosion,Unknown,Unknown,Explosives
2017,6,21,160,Philippines,5,Southeast Asia,North Cotabato,Malagakit,7.245085,124.390393,Armed Assault,Police,Bangsamoro Islamic Freedom Movement (BIFM),Firearms
2017,6,21,160,Philippines,5,Southeast Asia,North Cotabato,Simsiman,7.242311,124.412419,Armed Assault,Military,Bangsamoro Islamic Freedom Movement (BIFM),Firearms
2017,6,21,160,Philippines,5,Southeast Asia,North Cotabato,Malagakit,7.245085,124.390393,Hostage Taking (Barricade Incident),Educational Institution,Bangsamoro Islamic Freedom Movement (BIFM),Firearms
2017,6,21,160,Philippines,5,Southeast Asia,North Cotabato,Malagakit,7.245085,124.390393,Facility/Infrastructure Attack,Private Citizens & Property,Bangsamoro Islamic Freedom Movement (BIFM),Firearms
2017,6,21,160,Philippines,5,Southeast Asia,North Cotabato,Simsiman,7.232336,124.381207,Facility/Infrastructure Attack,Private Citizens & Property,Bangsamoro Islamic Freedom Movement (BIFM),Firearms
2017,6,21,160,Philippines,5,Southeast Asia,North Cotabato,Pigkawayan district,7.24444,124.39056,Facility/Infrastructure Attack,Private Citizens & Property,Bangsamoro Islamic Freedom Movement (BIFM),Firearms
2017,6,21,113,Libya,10,Middle East & North Africa,Sirte,Sirte,31.197586,16.586681,Armed Assault,Terrorists/Non-State Militia,Unknown,Firearms
2017,6,21,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Religious Figures/Institutions,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,20,160,Philippines,5,Southeast Asia,Leyte,Paglaum,11.3,124.68,Armed Assault,Military,New People's Army (NPA),Firearms
2017,6,21,160,Philippines,5,Southeast Asia,Camarines Norte,Dumagmang,14.137428,122.411233,Bombing/Explosion,Military,New People's Army (NPA),Explosives
2017,6,21,200,Syria,10,Middle East & North Africa,Idlib,Idlib,35.928802,36.631451,Bombing/Explosion,Military,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,21,183,South Africa,11,Sub-Saharan Africa,Western Cape,Cape Town,-34.016667,18.55,Assassination,Government (General),Unknown,Firearms
2017,6,21,182,Somalia,11,Sub-Saharan Africa,Lower Shebelle,Qoryoley,1.789637,44.529976,Assassination,Private Citizens & Property,Al-Shabaab,Firearms
2017,6,21,217,United States,1,North America,Michigan,Flint,42.973383,-83.738903,Armed Assault,Police,Anti-Government extremists,Melee
2017,6,21,603,United Kingdom,8,Western Europe,England,London,51.504387,-0.140041,Unarmed Assault,Private Citizens & Property,Anti-Muslim extremists,Chemical
2017,6,21,198,Sweden,8,Western Europe,Skane,Ystad,55.431188,13.824416,Armed Assault,Private Citizens & Property,Unknown,Incendiary
2017,6,17,138,Myanmar,5,Southeast Asia,Rakhine,Tet Oo Chaung,19.01593,93.891012,Assassination,Government (General),Unknown,Firearms
2017,6,21,147,Nigeria,11,Sub-Saharan Africa,Borno,Abbari,12.029326,13.658883,Bombing/Explosion,Business,Boko Haram,Explosives
2017,6,22,167,Russia,9,Eastern Europe,Kirov,Kirov,58.603039,49.636656,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2017,6,21,4,Afghanistan,6,South Asia,Kabul,Kabul,34.516895,69.147011,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,6,21,92,India,6,South Asia,Chhattisgarh,Ketulnar,18.923313,81.125549,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Melee
2017,6,21,4,Afghanistan,6,South Asia,Logar,Surkhabad,34.184841,69.077995,Armed Assault,Religious Figures/Institutions,Unknown,Firearms
2017,6,21,37,Cameroon,11,Sub-Saharan Africa,Extreme-North,Kolofata,11.162543,14.013976,Bombing/Explosion,Private Citizens & Property,Boko Haram,Explosives
2017,6,21,209,Turkey,10,Middle East & North Africa,Siirt,Eruh district,37.750517,42.179877,Armed Assault,Terrorists/Non-State Militia,Kurdistan Workers' Party (PKK),Firearms
2017,6,21,92,India,6,South Asia,Chhattisgarh,Narayanpur district,19.452438,81.251883,Bombing/Explosion,Police,Maoists,Explosives
2017,6,21,160,Philippines,5,Southeast Asia,Metropolitan Manila,Manila,14.599352,120.984772,Assassination,Government (General),Unknown,Firearms
2017,6,21,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.417122,70.449593,Bombing/Explosion,Unknown,Khorasan Chapter of the Islamic State,Explosives
2017,6,21,92,India,6,South Asia,Nagaland,Choknyu,26.735942,94.81989,Armed Assault,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms
2017,6,21,41,Central African Republic,11,Sub-Saharan Africa,Mbomou,Bangassou,4.746876,22.814779,Armed Assault,Government (Diplomatic),Anti-Balaka Militia,Firearms
2017,6,21,228,Yemen,10,Middle East & North Africa,Ad Dali,Unknown,13.701179,44.733438,Assassination,Military,Unknown,Firearms
2017,6,21,4,Afghanistan,6,South Asia,Faryab,Almar district,35.857001,64.550338,Armed Assault,Military,Taliban,Firearms
2017,6,21,4,Afghanistan,6,South Asia,Faryab,Ghormach district,35.649546,63.91133,Armed Assault,Military,Taliban,Firearms
2017,6,21,4,Afghanistan,6,South Asia,Faryab,Qaysar district,35.564601,64.431892,Armed Assault,Military,Taliban,Firearms
2017,6,21,4,Afghanistan,6,South Asia,Faryab,Gurziwan district,35.667321,65.277247,Armed Assault,Military,Taliban,Firearms
2017,6,21,4,Afghanistan,6,South Asia,Faryab,Shirin Tagab district,36.23828,64.864446,Armed Assault,Military,Taliban,Firearms
2017,6,21,4,Afghanistan,6,South Asia,Faryab,Dawlatabad district,36.403158,64.895584,Armed Assault,Military,Taliban,Firearms
2017,6,21,95,Iraq,10,Middle East & North Africa,Basra,Basra,30.510054,47.778095,Assassination,Government (General),Unknown,Explosives
2017,6,21,95,Iraq,10,Middle East & North Africa,Kirkuk,Sabunji,35.529722,44.135556,Bombing/Explosion,Utilities,Unknown,Explosives
2017,6,21,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,6,21,95,Iraq,10,Middle East & North Africa,Babil,Rufush,33.193563,43.970952,Bombing/Explosion,Unknown,Unknown,Explosives
2017,6,21,95,Iraq,10,Middle East & North Africa,Diyala,Kanaan,33.693409,44.796085,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,6,22,95,Iraq,10,Middle East & North Africa,Nineveh,Al-Abd,36.007364,42.352469,Assassination,Private Citizens & Property,Unknown,Firearms
2017,6,22,195,Sudan,11,Sub-Saharan Africa,South Darfur,Kator,12.860793,24.407187,Hostage Taking (Kidnapping),Private Citizens & Property,Tribesmen,Firearms
2017,6,22,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Beni,0.495944,29.459606,Armed Assault,Military,National Movement of Revolutionaries (MNR),Firearms
2017,6,22,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Beni,0.495944,29.459606,Armed Assault,Military,National Movement of Revolutionaries (MNR),Firearms
2017,6,22,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Beni,0.495944,29.459606,Armed Assault,Police,National Movement of Revolutionaries (MNR),Firearms
2017,6,22,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Beni,0.495944,29.459606,Armed Assault,Government (General),National Movement of Revolutionaries (MNR),Firearms
2017,6,22,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Beni,0.495944,29.459606,Armed Assault,Police,National Movement of Revolutionaries (MNR),Firearms
2017,6,22,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,31.60063,64.369652,Bombing/Explosion,Police,Taliban,Explosives
2017,6,22,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,Bombing/Explosion,Government (General),Al-Shabaab,Explosives
2017,6,22,92,India,6,South Asia,Chhattisgarh,Dantewada district,18.759336,81.556122,Unarmed Assault,Business,Maoists,Incendiary
2017,6,22,92,India,6,South Asia,Jharkhand,Narahatu,23.107772,85.288446,Assassination,Government (General),People's Liberation Front of India,Firearms
2017,6,22,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,6,22,147,Nigeria,11,Sub-Saharan Africa,Ondo,Ore,6.751852,4.877997,Hostage Taking (Kidnapping),Government (General),Fulani extremists,Firearms
2017,6,22,160,Philippines,5,Southeast Asia,Negros Occidental,Minapasok,10.69885,123.349,Armed Assault,Private Citizens & Property,New People's Army (NPA),Firearms
2017,6,22,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,Bombing/Explosion,Unknown,Unknown,Explosives
2017,6,23,141,Nepal,6,South Asia,Province 7,Attariya,28.795881,80.621029,Assassination,Violent Political Party,Unknown,Explosives
2017,6,22,209,Turkey,10,Middle East & North Africa,Izmir,Izmir,38.395649,27.135641,Bombing/Explosion,Military,Unknown,Explosives
2017,6,22,160,Philippines,5,Southeast Asia,Surigao del Norte,San Isidro,9.93694,126.08861,Bombing/Explosion,Business,Unknown,Explosives
2017,6,22,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Armed Assault,Private Citizens & Property,Unknown,Firearms
2017,6,22,95,Iraq,10,Middle East & North Africa,Nineveh,Hammam al-Alil,36.158558,43.2551,Armed Assault,Military,Unknown,Firearms
2017,6,22,95,Iraq,10,Middle East & North Africa,Saladin,Tarmiyah,33.669689,44.381317,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
2017,6,22,95,Iraq,10,Middle East & North Africa,Saladin,Tabi,33.623299,44.373049,Armed Assault,Military,Islamic State of Iraq and the Levant (ISIL),Firearms
2017,6,23,95,Iraq,10,Middle East & North Africa,Al Anbar,Al-Baghdadi,33.8456,42.553495,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,23,95,Iraq,10,Middle East & North Africa,Al Anbar,Al-Baghdadi,33.8456,42.553495,Bombing/Explosion,Military,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,23,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,23,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Police,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,23,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Bombing/Explosion,Police,Islamic State of Iraq and the Levant (ISIL),Explosives
2017,6,23,95,Iraq,10,Middle East & North Africa,Diyala,Qarah Tapah,34.430836,44.93409,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives
